Country,Year,Month,As On Date,Foreign Exchange Reserve Type,"Rupees (UOM:INR(IndianRupees)), Scaling Factor:10000000","Us Dollars (UOM:USD(USDollars)), Scaling Factor:1000000","Volume (UOM:MT(MetricTonnes)), Scaling Factor:1","Special Drawing Rights (Sdrs) (UOM:Number), Scaling Factor:1000000"
India,"Financial Year (Apr - Mar), 2010","October, 2010",08-Oct-2010,Foreign Currency Assets,1189829.0,2681000,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",08-Oct-2010,Gold,92157.0,205160,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",08-Oct-2010,Reserve Tranche Position in IMF,8911.0,2008,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",08-Oct-2010,SDRs,22938.0,5168,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",08-Oct-2010,Total Reserves,1313835.0,2957920,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",15-Oct-2010,Foreign Currency Assets,1183008.0,2686820,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",15-Oct-2010,Gold,92157.0,205160,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",15-Oct-2010,Reserve Tranche Position in IMF,8913.0,2024,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",15-Oct-2010,SDRs,22944.0,5211,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",15-Oct-2010,Total Reserves,1307022.0,2964330,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",22-Oct-2010,Foreign Currency Assets,1190167.0,2676940,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",22-Oct-2010,Gold,92157.0,205160,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",22-Oct-2010,Reserve Tranche Position in IMF,8943.0,2011,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",22-Oct-2010,SDRs,23021.0,5178,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",22-Oct-2010,Total Reserves,1314288.0,2953990,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",29-Oct-2010,Foreign Currency Assets,1198542.0,2690930,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",29-Oct-2010,Gold,96510.0,216680,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",29-Oct-2010,Reserve Tranche Position in IMF,8966.0,2013,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",29-Oct-2010,SDRs,23080.0,5182,,
India,"Financial Year (Apr - Mar), 2010","October, 2010",29-Oct-2010,Total Reserves,1327098.0,2979560,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",03-Sep-2010,Foreign Currency Assets,1205877.0,2583840,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",03-Sep-2010,Gold,94199.0,200080,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",03-Sep-2010,Reserve Tranche Position in IMF,9057.0,1941,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",03-Sep-2010,SDRs,23314.0,4995,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",03-Sep-2010,Total Reserves,1332447.0,2853280,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",10-Sep-2010,Foreign Currency Assets,1199241.0,2575690,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",10-Sep-2010,Gold,94199.0,200080,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",10-Sep-2010,Reserve Tranche Position in IMF,9019.0,1937,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",10-Sep-2010,SDRs,23217.0,4986,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",10-Sep-2010,Total Reserves,1325676.0,2845000,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",17-Sep-2010,Foreign Currency Assets,1198657.0,2607480,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",17-Sep-2010,Gold,94199.0,200080,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",17-Sep-2010,Reserve Tranche Position in IMF,8976.0,1952,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",17-Sep-2010,SDRs,23105.0,5026,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",17-Sep-2010,Total Reserves,1324937.0,2877340,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",24-Sep-2010,Foreign Currency Assets,1204664.0,2645290,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",24-Sep-2010,Gold,94199.0,200080,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",24-Sep-2010,Reserve Tranche Position in IMF,8992.0,1975,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",24-Sep-2010,SDRs,23148.0,5083,,
India,"Financial Year (Apr - Mar), 2010","September, 2010",24-Sep-2010,Total Reserves,1331003.0,2915950,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",06-Aug-2010,Foreign Currency Assets,1201486.0,2610790,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",06-Aug-2010,Gold,89564.0,192780,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",06-Aug-2010,Reserve Tranche Position in IMF,9012.0,1958,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",06-Aug-2010,SDRs,23197.0,5041,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",06-Aug-2010,Total Reserves,1323258.0,2873560,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",13-Aug-2010,Foreign Currency Assets,1195200.0,2565910,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",13-Aug-2010,Gold,89564.0,192780,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",13-Aug-2010,Reserve Tranche Position in IMF,9020.0,1937,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",13-Aug-2010,SDRs,23220.0,4985,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",13-Aug-2010,Total Reserves,1317003.0,2827900,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",20-Aug-2010,Foreign Currency Assets,1194167.0,2563690,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",20-Aug-2010,Gold,89564.0,192780,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",20-Aug-2010,Reserve Tranche Position in IMF,8996.0,1931,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",20-Aug-2010,SDRs,23157.0,4971,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",20-Aug-2010,Total Reserves,1315884.0,2825490,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",27-Aug-2010,Foreign Currency Assets,1202654.0,2566480,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",27-Aug-2010,Gold,89564.0,192780,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",27-Aug-2010,Reserve Tranche Position in IMF,9067.0,1935,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",27-Aug-2010,SDRs,23341.0,4981,,
India,"Financial Year (Apr - Mar), 2010","August, 2010",27-Aug-2010,Total Reserves,1324626.0,2828420,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",02-Jul-2010,Foreign Currency Assets,1176936.0,2521290,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",02-Jul-2010,Gold,92704.0,198940,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",02-Jul-2010,Reserve Tranche Position in IMF,6183.0,1325,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",02-Jul-2010,SDRs,22961.0,4919,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",02-Jul-2010,Total Reserves,1298784.0,2782670,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",09-Jul-2010,Foreign Currency Assets,1184027.0,2532680,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",09-Jul-2010,Gold,92704.0,198940,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",09-Jul-2010,Reserve Tranche Position in IMF,6208.0,1328,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",09-Jul-2010,SDRs,23056.0,4932,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",09-Jul-2010,Total Reserves,1305995.0,2794220,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",16-Jul-2010,Foreign Currency Assets,1196568.0,2556770,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",16-Jul-2010,Gold,92704.0,198940,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",16-Jul-2010,Reserve Tranche Position in IMF,6285.0,1343,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",16-Jul-2010,SDRs,23341.0,4987,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",16-Jul-2010,Total Reserves,1318898.0,2819010,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",23-Jul-2010,Foreign Currency Assets,1206557.0,2567140,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",23-Jul-2010,Gold,92704.0,198940,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",23-Jul-2010,Reserve Tranche Position in IMF,6312.0,1343,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",23-Jul-2010,SDRs,23441.0,4987,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",23-Jul-2010,Total Reserves,1329014.0,2829380,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",30-Jul-2010,Foreign Currency Assets,1201227.0,2585510,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",30-Jul-2010,Gold,89564.0,192780,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",30-Jul-2010,Reserve Tranche Position in IMF,6263.0,1348,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",30-Jul-2010,SDRs,23257.0,5006,,
India,"Financial Year (Apr - Mar), 2010","July, 2010",30-Jul-2010,Total Reserves,1320311.0,2841830,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",04-Jun-2010,Foreign Currency Assets,1145993.0,2455520,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",04-Jun-2010,Gold,90220.0,194230,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",04-Jun-2010,Reserve Tranche Position in IMF,6056.0,1298,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",04-Jun-2010,SDRs,22495.0,4820,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",04-Jun-2010,Total Reserves,1264764.0,2710930,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",11-Jun-2010,Foreign Currency Assets,1157582.0,2472410,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",11-Jun-2010,Gold,90220.0,194230,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",11-Jun-2010,Reserve Tranche Position in IMF,6078.0,1298,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",11-Jun-2010,SDRs,22574.0,4821,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",11-Jun-2010,Total Reserves,1276454.0,2727830,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",18-Jun-2010,Foreign Currency Assets,1155206.0,2503700,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",18-Jun-2010,Gold,90220.0,194230,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",18-Jun-2010,Reserve Tranche Position in IMF,6045.0,1310,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",18-Jun-2010,SDRs,22450.0,4866,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",18-Jun-2010,Total Reserves,1273921.0,2759690,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",25-Jun-2010,Foreign Currency Assets,1169937.0,2513830,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",25-Jun-2010,Gold,90220.0,194230,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",25-Jun-2010,Reserve Tranche Position in IMF,6096.0,1310,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",25-Jun-2010,SDRs,22637.0,4864,,
India,"Financial Year (Apr - Mar), 2010","June, 2010",25-Jun-2010,Total Reserves,1288890.0,2769800,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",07-May-2010,Foreign Currency Assets,1146215.0,2514730,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",07-May-2010,Gold,82377.0,185370,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",07-May-2010,Reserve Tranche Position in IMF,6022.0,1321,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",07-May-2010,SDRs,22367.0,4907,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",07-May-2010,Total Reserves,1256981.0,2762380,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",14-May-2010,Foreign Currency Assets,1121171.0,2485970,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",14-May-2010,Gold,82377.0,185370,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",14-May-2010,Reserve Tranche Position in IMF,5898.0,1308,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",14-May-2010,SDRs,21909.0,4858,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",14-May-2010,Total Reserves,1231355.0,2733000,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",21-May-2010,Foreign Currency Assets,1167350.0,2486370,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",21-May-2010,Gold,82377.0,185370,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",21-May-2010,Reserve Tranche Position in IMF,6164.0,1313,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",21-May-2010,SDRs,22896.0,4877,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",21-May-2010,Total Reserves,1278787.0,2733640,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",28-May-2010,Foreign Currency Assets,1150761.0,2472630,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",28-May-2010,Gold,82377.0,185370,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",28-May-2010,Reserve Tranche Position in IMF,6091.0,1309,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",28-May-2010,SDRs,22623.0,4861,,
India,"Financial Year (Apr - Mar), 2010","May, 2010",28-May-2010,Total Reserves,1261852.0,2719700,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",02-Apr-2010,Foreign Currency Assets,1149851.0,2547300,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",02-Apr-2010,Gold,81188.0,179860,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",02-Apr-2010,Reserve Tranche Position in IMF,6225.0,1379,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",02-Apr-2010,SDRs,22576.0,5001,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",02-Apr-2010,Total Reserves,1259840.0,2790960,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",09-Apr-2010,Foreign Currency Assets,1133866.0,2556630,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",09-Apr-2010,Gold,81188.0,179860,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",09-Apr-2010,Reserve Tranche Position in IMF,6115.0,1379,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",09-Apr-2010,SDRs,22177.0,5000,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",09-Apr-2010,Total Reserves,1243346.0,2800280,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",16-Apr-2010,Foreign Currency Assets,1137571.0,2556910,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",16-Apr-2010,Gold,81188.0,179860,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",16-Apr-2010,Reserve Tranche Position in IMF,6166.0,1386,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",16-Apr-2010,SDRs,22361.0,5026,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",16-Apr-2010,Total Reserves,1247286.0,2800890,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",23-Apr-2010,Foreign Currency Assets,1136334.0,2551270,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",23-Apr-2010,Gold,81188.0,179860,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",23-Apr-2010,Reserve Tranche Position in IMF,6126.0,1375,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",23-Apr-2010,SDRs,22217.0,4988,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",23-Apr-2010,Total Reserves,1245865.0,2794760,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",30-Apr-2010,Foreign Currency Assets,1132211.0,2547730,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",30-Apr-2010,Gold,82377.0,185370,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",30-Apr-2010,Reserve Tranche Position in IMF,5961.0,1341,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",30-Apr-2010,SDRs,22142.0,4982,,
India,"Financial Year (Apr - Mar), 2010","April, 2010",30-Apr-2010,Total Reserves,1242691.0,2796330,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",05-Mar-2010,Foreign Currency Assets,1163140.0,2540720,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",05-Mar-2010,Gold,82845.0,179200,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",05-Mar-2010,Reserve Tranche Position in IMF,6371.0,1392,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",05-Mar-2010,SDRs,23106.0,5047,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",05-Mar-2010,Total Reserves,1275462.0,2784310,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",12-Mar-2010,Foreign Currency Assets,1160432.0,2553210,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",12-Mar-2010,Gold,82845.0,179200,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",12-Mar-2010,Reserve Tranche Position in IMF,6352.0,1398,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",12-Mar-2010,SDRs,23037.0,5069,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",12-Mar-2010,Total Reserves,1272666.0,2797080,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",19-Mar-2010,Foreign Currency Assets,1154487.0,2538450,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",19-Mar-2010,Gold,82845.0,179200,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",19-Mar-2010,Reserve Tranche Position in IMF,6319.0,1389,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",19-Mar-2010,SDRs,22918.0,5039,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",19-Mar-2010,Total Reserves,1266569.0,2781930,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",26-Mar-2010,Foreign Currency Assets,1145991.0,2527550,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",26-Mar-2010,Gold,82845.0,179200,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",26-Mar-2010,Reserve Tranche Position in IMF,6240.0,1376,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",26-Mar-2010,SDRs,22630.0,4991,,
India,"Financial Year (Apr - Mar), 2009","March, 2010",26-Mar-2010,Total Reserves,1257706.0,2770420,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",05-Feb-2010,Foreign Currency Assets,1183438.0,2541750,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",05-Feb-2010,Gold,83724.0,180560,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",05-Feb-2010,Reserve Tranche Position in IMF,6525.0,1401,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",05-Feb-2010,SDRs,23664.0,5082,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",05-Feb-2010,Total Reserves,1297351.0,2787140,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",12-Feb-2010,Foreign Currency Assets,1183320.0,2546960,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",12-Feb-2010,Gold,83724.0,180560,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",12-Feb-2010,Reserve Tranche Position in IMF,6474.0,1393,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",12-Feb-2010,SDRs,23479.0,5054,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",12-Feb-2010,Total Reserves,1296997.0,2791990,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",19-Feb-2010,Foreign Currency Assets,1181281.0,2542030,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",19-Feb-2010,Gold,83724.0,180560,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",19-Feb-2010,Reserve Tranche Position in IMF,6441.0,1386,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",19-Feb-2010,SDRs,23360.0,5027,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",19-Feb-2010,Total Reserves,1294806.0,2786720,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",26-Feb-2010,Foreign Currency Assets,1174202.0,2539910,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",26-Feb-2010,Gold,82845.0,179200,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",26-Feb-2010,Reserve Tranche Position in IMF,6441.0,1393,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",26-Feb-2010,SDRs,23360.0,5053,,
India,"Financial Year (Apr - Mar), 2009","February, 2010",26-Feb-2010,Total Reserves,1286848.0,2783570,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",01-Jan-2010,Foreign Currency Assets,1206530.0,2586340,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",01-Jan-2010,Gold,85387.0,182920,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",01-Jan-2010,Reserve Tranche Position in IMF,6650.0,1426,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",01-Jan-2010,SDRs,24113.0,5169,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",01-Jan-2010,Total Reserves,1322680.0,2835210,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",08-Jan-2010,Foreign Currency Assets,1188080.0,2594060,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",08-Jan-2010,Gold,85387.0,182920,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",08-Jan-2010,Reserve Tranche Position in IMF,6499.0,1419,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",08-Jan-2010,SDRs,23563.0,5145,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",08-Jan-2010,Total Reserves,1303529.0,2842620,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",15-Jan-2010,Foreign Currency Assets,1188603.0,2602590,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",15-Jan-2010,Gold,85387.0,182920,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",15-Jan-2010,Reserve Tranche Position in IMF,6526.0,1429,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",15-Jan-2010,SDRs,23660.0,5181,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",15-Jan-2010,Total Reserves,1304176.0,2851610,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",22-Jan-2010,Foreign Currency Assets,1191556.0,2580800,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",22-Jan-2010,Gold,85387.0,182920,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",22-Jan-2010,Reserve Tranche Position in IMF,6554.0,1419,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",22-Jan-2010,SDRs,23762.0,5147,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",22-Jan-2010,Total Reserves,1307259.0,2829380,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",29-Jan-2010,Foreign Currency Assets,1188753.0,2563620,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",29-Jan-2010,Gold,83724.0,180560,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",29-Jan-2010,Reserve Tranche Position in IMF,6554.0,1413,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",29-Jan-2010,SDRs,23762.0,5124,,
India,"Financial Year (Apr - Mar), 2009","January, 2010",29-Jan-2010,Total Reserves,1302793.0,2809550,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",04-Dec-2009,Foreign Currency Assets,1213723.0,2624270,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",04-Dec-2009,Gold,84508.0,181820,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",04-Dec-2009,Reserve Tranche Position in IMF,6764.0,1462,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",04-Dec-2009,SDRs,24524.0,5303,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",04-Dec-2009,Total Reserves,1329519.0,2873740,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",11-Dec-2009,Foreign Currency Assets,1213549.0,2608660,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",11-Dec-2009,Gold,84508.0,181820,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",11-Dec-2009,Reserve Tranche Position in IMF,6733.0,1447,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",11-Dec-2009,SDRs,24411.0,5247,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",11-Dec-2009,Total Reserves,1329201.0,2857420,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",18-Dec-2009,Foreign Currency Assets,1212715.0,2588510,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",18-Dec-2009,Gold,84508.0,181820,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",18-Dec-2009,Reserve Tranche Position in IMF,6694.0,1429,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",18-Dec-2009,SDRs,24272.0,5181,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",18-Dec-2009,Total Reserves,1328189.0,2836430,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",25-Dec-2009,Foreign Currency Assets,1209769.0,2587190,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",25-Dec-2009,Gold,84508.0,181820,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",25-Dec-2009,Reserve Tranche Position in IMF,6670.0,1426,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",25-Dec-2009,SDRs,24185.0,5172,,
India,"Financial Year (Apr - Mar), 2009","December, 2009",25-Dec-2009,Total Reserves,1325132.0,2834990,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",06-Nov-2009,Foreign Currency Assets,1226485.0,2619570,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",06-Nov-2009,Gold,82181.0,175000,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",06-Nov-2009,Reserve Tranche Position in IMF,3274.0,699,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",06-Nov-2009,SDRs,24619.0,5258,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",06-Nov-2009,Total Reserves,1336559.0,2854140,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",13-Nov-2009,Foreign Currency Assets,1222508.0,2629050,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",13-Nov-2009,Gold,82181.0,175000,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",13-Nov-2009,Reserve Tranche Position in IMF,3259.0,701,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",13-Nov-2009,SDRs,24505.0,5270,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",13-Nov-2009,Total Reserves,1332453.0,2863760,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",20-Nov-2009,Foreign Currency Assets,1219830.0,2618780,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",20-Nov-2009,Gold,82181.0,175000,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",20-Nov-2009,Reserve Tranche Position in IMF,3262.0,700,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",20-Nov-2009,SDRs,24530.0,5266,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",20-Nov-2009,Total Reserves,1329803.0,2853440,,
India,"Financial Year (Apr - Mar), 2009","November, 2009",27-Nov-2009,Foreign Currency Assets,1228524.0,2624490,,
